"","x","y","count"
"1",0,0,0
"2",0.25,0,0
"3",0.5,0,0
"4",0.75,0,0
"5",1,0,1
"6",1.25,0,1
"7",1.5,0,1
"8",1.75,0,1
"9",2,0,1
"10",2.25,0,1
"11",2.5,0,1
"12",2.75,0,1
"13",3,0,1
"14",3.25,0,1
"15",3.5,0,1
"16",3.75,0,1
"17",4,0,1
"18",4.25,0,1
"19",4.5,0,1
"20",4.75,0,1
"21",5,0,1
"22",5.25,0,1
"23",5.5,0,1
"24",5.75,0,1
"25",6,0,1
"26",6.25,0,1
"27",6.5,0,1
"28",6.75,0,1
"29",7,0,1
"30",7.25,0,1
"31",7.5,0,1
"32",7.75,0,1
"33",8,0,1
"34",8.25,0,1
"35",8.5,0,1
"36",8.75,0,1
"37",9,0,1
"38",9.25,0,1
"39",9.5,0,1
"40",9.75,0,1
"41",10,0,1
"42",10.25,0,1
"43",10.5,0,1
"44",10.75,0,1
"45",11,0,1
"46",11.25,0,1
"47",11.5,0,1
"48",11.75,0,1
"49",12,0,1
"50",12.25,0,1
"51",12.5,0,1
"52",12.75,0,1
"53",13,0,1
"54",13.25,0,1
"55",13.5,0,1
"56",13.75,0,1
"57",14,0,1
"58",14.25,0,1
"59",14.5,0,1
"60",14.75,0,1
"61",15,0,1
"62",15.25,0,1
"63",15.5,0,1
"64",15.75,0,1
"65",16,0,1
"66",16.25,0,1
"67",16.5,0,1
"68",16.75,0,1
"69",17,0,1
"70",17.25,0,1
"71",17.5,0,1
"72",17.75,0,1
"73",18,0,1
"74",18.25,0,1
"75",18.5,0,1
"76",18.75,0,1
"77",19,0,1
"78",19.25,0,1
"79",19.5,0,1
"80",19.75,0,1
"81",20,0,1
"82",20.25,0,1
"83",20.5,0,1
"84",20.75,0,1
"85",21,0,1
"86",21.25,0,1
"87",21.5,0,1
"88",21.75,0,1
"89",22,0,1
"90",22.25,0,1
"91",22.5,0,1
"92",22.75,0,1
"93",23,0,1
"94",23.25,0,1
"95",23.5,0,1
"96",23.75,0,1
"97",24,0,1
"98",24.25,0,1
"99",24.5,0,1
"100",24.75,0,1
"101",25,0,1
"102",25.25,0,1
"103",25.5,0,1
"104",25.75,0,1
"105",26,0,1
"106",26.25,0,1
"107",26.5,0,1
"108",26.75,0,1
"109",27,0,1
"110",27.25,0,0
"111",27.5,0,0
"112",27.75,0,0
"113",28,0,0
"114",28.25,0,0
"115",28.5,0,0
"116",28.75,0,0
"117",29,0,0
"118",29.25,0,0
"119",29.5,0,0
"120",29.75,0,0
"121",30,0,0
"122",30.25,0,0
"123",30.5,0,0
"124",30.75,0,0
"125",31,0,0
"126",31.25,0,0
"127",31.5,0,0
"128",31.75,0,0
"129",32,0,0
"130",32.25,0,0
"131",32.5,0,0
"132",32.75,0,0
"133",33,0,0
"134",33.25,0,0
"135",33.5,0,0
"136",33.75,0,0
"137",34,0,0
"138",34.25,0,0
"139",34.5,0,0
"140",34.75,0,0
"141",35,0,0
"142",35.25,0,0
"143",35.5,0,0
"144",35.75,0,0
"145",36,0,0
"146",36.25,0,0
"147",36.5,0,0
"148",36.75,0,0
"149",37,0,0
"150",37.25,0,0
"151",37.5,0,0
"152",37.75,0,0
"153",38,0,0
"154",38.25,0,0
"155",38.5,0,0
"156",38.75,0,0
"157",39,0,0
"158",39.25,0,0
"159",39.5,0,0
"160",39.75,0,0
"161",40,0,0
"162",40.25,0,0
"163",40.5,0,0
"164",40.75,0,0
"165",41,0,0
"166",41.25,0,0
"167",41.5,0,0
"168",41.75,0,0
"169",42,0,0
"170",42.25,0,0
"171",42.5,0,0
"172",42.75,0,0
"173",43,0,0
"174",43.25,0,0
"175",43.5,0,0
"176",43.75,0,0
"177",44,0,0
"178",44.25,0,0
"179",44.5,0,0
"180",44.75,0,0
"181",45,0,0
"182",45.25,0,0
"183",45.5,0,0
"184",45.75,0,0
"185",46,0,0
"186",46.25,0,0
"187",46.5,0,0
"188",46.75,0,0
"189",47,0,0
"190",47.25,0,0
"191",47.5,0,0
"192",47.75,0,0
"193",48,0,0
"194",48.25,0,0
"195",48.5,0,0
"196",48.75,0,0
"197",49,0,0
"198",49.25,0,0
"199",49.5,0,0
"200",49.75,0,0
"201",50,0,0
"202",50.25,0,0
"203",50.5,0,0
"204",50.75,0,0
"205",51,0,0
"206",51.25,0,0
"207",51.5,0,0
"208",51.75,0,0
"209",52,0,0
"210",52.25,0,0
"211",52.5,0,0
"212",52.75,0,0
"213",53,0,0
"214",53.25,0,0
"215",53.5,0,0
"216",53.75,0,0
"217",54,0,0
"218",54.25,0,0
"219",54.5,0,0
"220",54.75,0,0
"221",55,0,0
"222",55.25,0,0
"223",55.5,0,0
"224",55.75,0,0
"225",56,0,0
"226",56.25,0,0
"227",56.5,0,0
"228",56.75,0,0
"229",57,0,0
"230",57.25,0,0
"231",57.5,0,0
"232",57.75,0,0
"233",58,0,0
"234",58.25,0,0
"235",58.5,0,0
"236",58.75,0,0
"237",59,0,0
"238",59.25,0,0
"239",59.5,0,0
"240",59.75,0,0
"241",60,0,0
"242",60.25,0,0
"243",60.5,0,0
"244",60.75,0,0
"245",61,0,0
"246",61.25,0,0
"247",61.5,0,0
"248",61.75,0,0
"249",62,0,0
"250",62.25,0,0
"251",62.5,0,0
"252",62.75,0,0
"253",63,0,0
"254",63.25,0,0
"255",63.5,0,0
"256",63.75,0,0
"257",64,0,0
"258",64.25,0,0
"259",64.5,0,0
"260",64.75,0,0
"261",65,0,0
"262",65.25,0,0
"263",65.5,0,0
"264",65.75,0,0
"265",66,0,0
"266",66.25,0,0
"267",66.5,0,0
"268",66.75,0,0
"269",67,0,0
"270",67.25,0,0
"271",67.5,0,0
"272",67.75,0,0
"273",68,0,0
"274",68.25,0,0
"275",68.5,0,0
"276",68.75,0,0
"277",69,0,0
"278",69.25,0,0
"279",69.5,0,0
"280",69.75,0,0
"281",70,0,0
"282",70.25,0,0
"283",70.5,0,0
"284",70.75,0,0
"285",71,0,0
"286",71.25,0,0
"287",71.5,0,0
"288",71.75,0,0
"289",72,0,0
"290",72.25,0,0
"291",72.5,0,0
"292",72.75,0,0
"293",73,0,0
"294",73.25,0,0
"295",73.5,0,0
"296",73.75,0,0
"297",74,0,0
"298",74.25,0,0
"299",74.5,0,0
"300",74.75,0,0
"301",75,0,0
"302",75.25,0,0
"303",75.5,0,0
"304",75.75,0,0
"305",76,0,0
"306",76.25,0,0
"307",76.5,0,0
"308",76.75,0,0
"309",77,0,0
"310",77.25,0,0
"311",77.5,0,0
"312",77.75,0,0
"313",78,0,0
"314",78.25,0,0
"315",78.5,0,0
"316",78.75,0,0
"317",79,0,0
"318",79.25,0,0
"319",79.5,0,0
"320",79.75,0,0
"321",80,0,0
"322",80.25,0,0
"323",80.5,0,0
"324",80.75,0,0
"325",81,0,0
"326",81.25,0,0
"327",81.5,0,0
"328",81.75,0,0
"329",82,0,0
"330",82.25,0,0
"331",82.5,0,0
"332",82.75,0,0
"333",83,0,0
"334",83.25,0,0
"335",83.5,0,0
"336",83.75,0,0
"337",84,0,0
"338",84.25,0,0
"339",84.5,0,0
"340",84.75,0,0
"341",85,0,0
"342",85.25,0,0
"343",85.5,0,0
"344",85.75,0,0
"345",86,0,0
"346",86.25,0,0
"347",86.5,0,0
"348",86.75,0,0
"349",87,0,0
"350",87.25,0,0
"351",87.5,0,0
"352",87.75,0,0
"353",88,0,0
"354",88.25,0,0
"355",88.5,0,0
"356",88.75,0,0
"357",89,0,0
"358",89.25,0,0
"359",89.5,0,0
"360",89.75,0,0
"361",90,0,0
"362",90.25,0,0
"363",90.5,0,0
"364",90.75,0,0
"365",91,0,0
"366",91.25,0,0
"367",91.5,0,0
"368",91.75,0,0
"369",92,0,0
"370",92.25,0,0
"371",92.5,0,0
"372",92.75,0,0
"373",93,0,0
"374",93.25,0,0
"375",93.5,0,0
"376",93.75,0,0
"377",94,0,0
"378",94.25,0,0
"379",94.5,0,0
"380",94.75,0,0
"381",95,0,0
"382",95.25,0,0
"383",95.5,0,0
"384",95.75,0,0
"385",96,0,0
"386",96.25,0,0
"387",96.5,0,0
"388",96.75,0,0
"389",97,0,0
"390",97.25,0,0
"391",97.5,0,0
"392",97.75,0,0
"393",98,0,0
"394",98.25,0,0
"395",98.5,0,0
"396",98.75,0,0
"397",99,0,0
"398",99.25,0,0
"399",99.5,0,0
"400",99.75,0,0
"401",100,0,0
"402",0,0.25,0
"403",0.25,0.25,0
"404",0.5,0.25,0
"405",0.75,0.25,0
"406",1,0.25,1
"407",1.25,0.25,1
"408",1.5,0.25,1
"409",1.75,0.25,1
"410",2,0.25,1
"411",2.25,0.25,1
"412",2.5,0.25,1
"413",2.75,0.25,1
"414",3,0.25,1
"415",3.25,0.25,1
"416",3.5,0.25,1
"417",3.75,0.25,1
"418",4,0.25,1
"419",4.25,0.25,1
"420",4.5,0.25,1
"421",4.75,0.25,1
"422",5,0.25,1
"423",5.25,0.25,1
"424",5.5,0.25,1
"425",5.75,0.25,1
"426",6,0.25,1
"427",6.25,0.25,1
"428",6.5,0.25,1
"429",6.75,0.25,1
"430",7,0.25,1
"431",7.25,0.25,1
"432",7.5,0.25,1
"433",7.75,0.25,1
"434",8,0.25,1
"435",8.25,0.25,1
"436",8.5,0.25,1
"437",8.75,0.25,1
"438",9,0.25,1
"439",9.25,0.25,1
"440",9.5,0.25,1
"441",9.75,0.25,1
"442",10,0.25,1
"443",10.25,0.25,1
"444",10.5,0.25,1
"445",10.75,0.25,1
"446",11,0.25,1
"447",11.25,0.25,1
"448",11.5,0.25,1
"449",11.75,0.25,1
"450",12,0.25,1
"451",12.25,0.25,1
"452",12.5,0.25,1
"453",12.75,0.25,1
"454",13,0.25,1
"455",13.25,0.25,1
"456",13.5,0.25,1
"457",13.75,0.25,1
"458",14,0.25,1
"459",14.25,0.25,1
"460",14.5,0.25,1
"461",14.75,0.25,1
"462",15,0.25,1
"463",15.25,0.25,1
"464",15.5,0.25,1
"465",15.75,0.25,1
"466",16,0.25,1
"467",16.25,0.25,1
"468",16.5,0.25,1
"469",16.75,0.25,1
"470",17,0.25,1
"471",17.25,0.25,1
"472",17.5,0.25,1
"473",17.75,0.25,1
"474",18,0.25,1
"475",18.25,0.25,1
"476",18.5,0.25,1
"477",18.75,0.25,1
"478",19,0.25,1
"479",19.25,0.25,1
"480",19.5,0.25,1
"481",19.75,0.25,1
"482",20,0.25,1
"483",20.25,0.25,1
"484",20.5,0.25,1
"485",20.75,0.25,1
"486",21,0.25,1
"487",21.25,0.25,1
"488",21.5,0.25,1
"489",21.75,0.25,1
"490",22,0.25,1
"491",22.25,0.25,1
"492",22.5,0.25,1
"493",22.75,0.25,1
"494",23,0.25,1
"495",23.25,0.25,1
"496",23.5,0.25,1
"497",23.75,0.25,1
"498",24,0.25,1
"499",24.25,0.25,1
"500",24.5,0.25,1
"501",24.75,0.25,1
"502",25,0.25,1
"503",25.25,0.25,1
"504",25.5,0.25,1
"505",25.75,0.25,1
"506",26,0.25,1
"507",26.25,0.25,1
"508",26.5,0.25,1
"509",26.75,0.25,1
"510",27,0.25,1
"511",27.25,0.25,0
"512",27.5,0.25,0
"513",27.75,0.25,0
"514",28,0.25,0
"515",28.25,0.25,0
"516",28.5,0.25,0
"517",28.75,0.25,0
"518",29,0.25,0
"519",29.25,0.25,0
"520",29.5,0.25,0
"521",29.75,0.25,0
"522",30,0.25,0
"523",30.25,0.25,0
"524",30.5,0.25,0
"525",30.75,0.25,0
"526",31,0.25,0
"527",31.25,0.25,0
"528",31.5,0.25,0
"529",31.75,0.25,0
"530",32,0.25,0
"531",32.25,0.25,0
"532",32.5,0.25,0
"533",32.75,0.25,0
"534",33,0.25,0
"535",33.25,0.25,0
"536",33.5,0.25,0
"537",33.75,0.25,0
"538",34,0.25,0
"539",34.25,0.25,0
"540",34.5,0.25,0
"541",34.75,0.25,0
"542",35,0.25,0
"543",35.25,0.25,0
"544",35.5,0.25,0
"545",35.75,0.25,0
"546",36,0.25,0
"547",36.25,0.25,0
"548",36.5,0.25,0
"549",36.75,0.25,0
"550",37,0.25,0
"551",37.25,0.25,0
"552",37.5,0.25,0
